timestamp,equity,drawdown
2025-01-20 08:00:00,1000000.0,0.0
2025-01-20 12:00:00,1000000.0,0.0
2025-01-20 16:00:00,1000000.0,0.0
2025-01-20 20:00:00,1000000.0,0.0
2025-01-21 00:00:00,1000000.0,0.0
2025-01-21 04:00:00,1000000.0,0.0
2025-01-21 08:00:00,1000000.0,0.0
2025-01-21 12:00:00,1000000.0,0.0
2025-01-21 16:00:00,1000000.0,0.0
2025-01-21 20:00:00,1000000.0,0.0
2025-01-22 00:00:00,1000000.0,0.0
2025-01-22 04:00:00,1000000.0,0.0
2025-01-22 08:00:00,1000000.0,0.0
2025-01-22 12:00:00,1000000.0,0.0
2025-01-22 16:00:00,1000000.0,0.0
2025-01-22 20:00:00,1000000.0,0.0
2025-01-23 00:00:00,1000000.0,0.0
2025-01-23 04:00:00,1000000.0,0.0
2025-01-23 08:00:00,1000000.0,0.0
2025-01-23 12:00:00,1000000.0,0.0
2025-01-23 16:00:00,1000000.0,0.0
2025-01-23 20:00:00,1000000.0,0.0
2025-01-24 00:00:00,1000000.0,0.0
2025-01-24 04:00:00,1000000.0,0.0
2025-01-24 08:00:00,1005761.2413744126,0.0
2025-01-24 12:00:00,1000926.1779918805,-0.004807366980979296
2025-01-24 16:00:00,997023.2106714643,-0.008687977169419808
2025-01-24 20:00:00,979416.951720383,-0.0261933832507097
2025-01-25 00:00:00,982097.8375371359,-0.023527854190264524
2025-01-25 04:00:00,973383.4791151303,-0.032192294679238974
2025-01-25 08:00:00,978262.9280244298,-0.02734079642242446
2025-01-25 12:00:00,977863.458283523,-0.02773797790494108
2025-01-25 16:00:00,987725.9223312462,-0.01793200841436321
2025-01-25 20:00:00,981307.7751606756,-0.024313390900130818
2025-01-26 00:00:00,987628.2741723579,-0.0180290972212006
2025-01-26 04:00:00,987678.577769361,-0.01797908177525404
2025-01-26 08:00:00,979594.4938274528,-0.02601685814736894
2025-01-26 12:00:00,980461.4911169765,-0.02515482722605512
2025-01-26 16:00:00,987430.0188194633,-0.018226216919931103
2025-01-26 20:00:00,956795.128244582,-0.048685623501375376
2025-01-27 00:00:00,949808.8463313883,-0.05563188631783329
2025-01-27 04:00:00,949808.8463313883,-0.05563188631783329
2025-01-27 08:00:00,949808.8463313883,-0.05563188631783329
2025-01-27 12:00:00,949808.8463313883,-0.05563188631783329
2025-01-27 16:00:00,949808.8463313883,-0.05563188631783329
2025-01-27 20:00:00,949808.8463313883,-0.05563188631783329
2025-01-28 00:00:00,949808.8463313883,-0.05563188631783329
2025-01-28 04:00:00,949808.8463313883,-0.05563188631783329
2025-01-28 08:00:00,949808.8463313883,-0.05563188631783329
2025-01-28 12:00:00,949808.8463313883,-0.05563188631783329
2025-01-28 16:00:00,949808.8463313883,-0.05563188631783329
2025-01-28 20:00:00,949808.8463313883,-0.05563188631783329
2025-01-29 00:00:00,949808.8463313883,-0.05563188631783329
2025-01-29 04:00:00,949808.8463313883,-0.05563188631783329
2025-01-29 08:00:00,949808.8463313883,-0.05563188631783329
2025-01-29 12:00:00,949808.8463313883,-0.05563188631783329
2025-01-29 16:00:00,949808.8463313883,-0.05563188631783329
2025-01-29 20:00:00,949808.8463313883,-0.05563188631783329
2025-01-30 00:00:00,949808.8463313883,-0.05563188631783329
2025-01-30 04:00:00,949808.8463313883,-0.05563188631783329
2025-01-30 08:00:00,949808.8463313883,-0.05563188631783329
2025-01-30 12:00:00,949808.8463313883,-0.05563188631783329
2025-01-30 16:00:00,949808.8463313883,-0.05563188631783329
2025-01-30 20:00:00,949808.8463313883,-0.05563188631783329
2025-01-31 00:00:00,949808.8463313883,-0.05563188631783329
2025-01-31 04:00:00,949808.8463313883,-0.05563188631783329
2025-01-31 08:00:00,949808.8463313883,-0.05563188631783329
2025-01-31 12:00:00,975575.367378727,-0.030012962076800067
2025-01-31 16:00:00,951172.3199926428,-0.05427622296040339
2025-01-31 20:00:00,939416.2736022862,-0.06596492790024727
2025-02-01 00:00:00,936737.7167855004,-0.0686281413017952
2025-02-01 04:00:00,933492.7064017216,-0.07185456348858021
2025-02-01 08:00:00,925109.7629102928,-0.08018948747110824
2025-02-01 12:00:00,925172.3859176992,-0.08012722318329298
2025-02-01 16:00:00,909849.6746055225,-0.09536216233369965
2025-02-01 20:00:00,902315.6998394991,-0.1028529806870973
2025-02-02 00:00:00,902315.6998394991,-0.1028529806870973
2025-02-02 04:00:00,902315.6998394991,-0.1028529806870973
2025-02-02 08:00:00,902315.6998394991,-0.1028529806870973
2025-02-02 12:00:00,902315.6998394991,-0.1028529806870973
2025-02-02 16:00:00,902315.6998394991,-0.1028529806870973
2025-02-02 20:00:00,902315.6998394991,-0.1028529806870973
2025-02-03 00:00:00,902315.6998394991,-0.1028529806870973
2025-02-03 04:00:00,902315.6998394991,-0.1028529806870973
2025-02-03 08:00:00,902315.6998394991,-0.1028529806870973
2025-02-03 12:00:00,902315.6998394991,-0.1028529806870973
2025-02-03 16:00:00,902315.6998394991,-0.1028529806870973
2025-02-03 20:00:00,902315.6998394991,-0.1028529806870973
2025-02-04 00:00:00,902315.6998394991,-0.1028529806870973
2025-02-04 04:00:00,902315.6998394991,-0.1028529806870973
