timestamp,equity,drawdown
2025-04-25 16:00:00,1000000.0,0.0
2025-04-25 20:00:00,1000000.0,0.0
2025-04-26 00:00:00,1000000.0,0.0
2025-04-26 04:00:00,1000000.0,0.0
2025-04-26 08:00:00,1000000.0,0.0
2025-04-26 12:00:00,1000000.0,0.0
2025-04-26 16:00:00,1000000.0,0.0
2025-04-26 20:00:00,1000000.0,0.0
2025-04-27 00:00:00,1000000.0,0.0
2025-04-27 04:00:00,1000000.0,0.0
2025-04-27 08:00:00,1000000.0,0.0
2025-04-27 12:00:00,1000000.0,0.0
2025-04-27 16:00:00,1000000.0,0.0
2025-04-27 20:00:00,1000000.0,0.0
2025-04-28 00:00:00,1000000.0,0.0
2025-04-28 04:00:00,1000000.0,0.0
2025-04-28 08:00:00,1000000.0,0.0
2025-04-28 12:00:00,1000000.0,0.0
2025-04-28 16:00:00,1000000.0,0.0
2025-04-28 20:00:00,1000000.0,0.0
2025-04-29 00:00:00,1000000.0,0.0
2025-04-29 04:00:00,1000000.0,0.0
2025-04-29 08:00:00,1000000.0,0.0
2025-04-29 12:00:00,1000000.0,0.0
2025-04-29 16:00:00,1000000.0,0.0
2025-04-29 20:00:00,1000000.0,0.0
2025-04-30 00:00:00,1000000.0,0.0
2025-04-30 04:00:00,1000000.0,0.0
2025-04-30 08:00:00,1000000.0,0.0
2025-04-30 12:00:00,1000000.0,0.0
2025-04-30 16:00:00,1000000.0,0.0
2025-04-30 20:00:00,1000000.0,0.0
2025-05-01 00:00:00,1000000.0,0.0
2025-05-01 04:00:00,1000000.0,0.0
2025-05-01 08:00:00,1000000.0,0.0
2025-05-01 12:00:00,1000000.0,0.0
2025-05-01 16:00:00,1000000.0,0.0
2025-05-01 20:00:00,1000000.0,0.0
2025-05-02 00:00:00,1000000.0,0.0
2025-05-02 04:00:00,1000000.0,0.0
2025-05-02 08:00:00,1000000.0,0.0
2025-05-02 12:00:00,1000000.0,0.0
2025-05-02 16:00:00,1000000.0,0.0
2025-05-02 20:00:00,1000000.0,0.0
2025-05-03 00:00:00,1000000.0,0.0
2025-05-03 04:00:00,1000000.0,0.0
2025-05-03 08:00:00,1000000.0,0.0
2025-05-03 12:00:00,1000000.0,0.0
2025-05-03 16:00:00,1000000.0,0.0
2025-05-03 20:00:00,1000000.0,0.0
2025-05-04 00:00:00,1000000.0,0.0
2025-05-04 04:00:00,1000000.0,0.0
2025-05-04 08:00:00,1000000.0,0.0
2025-05-04 12:00:00,1000000.0,0.0
2025-05-04 16:00:00,1000000.0,0.0
2025-05-04 20:00:00,1000000.0,0.0
2025-05-05 00:00:00,1000000.0,0.0
2025-05-05 04:00:00,1000000.0,0.0
2025-05-05 08:00:00,1000000.0,0.0
2025-05-05 12:00:00,1000000.0,0.0
2025-05-05 16:00:00,1000000.0,0.0
2025-05-05 20:00:00,1000000.0,0.0
2025-05-06 00:00:00,1000000.0,0.0
2025-05-06 04:00:00,1000000.0,0.0
2025-05-06 08:00:00,1000000.0,0.0
