timestamp,equity,drawdown
2025-03-28 04:00:00,1000000.0,0.0
2025-03-28 08:00:00,1000463.7097247561,0.0
2025-03-28 12:00:00,986241.3215844551,-0.014215796137386931
2025-03-28 16:00:00,983096.313096806,-0.017359346929963177
2025-03-28 20:00:00,990506.2771035398,-0.009952817402997794
2025-03-29 00:00:00,987876.6320821387,-0.01258124359761166
2025-03-29 04:00:00,982182.9810313373,-0.01827225567077102
2025-03-29 08:00:00,965541.0846816134,-0.03490643858811279
2025-03-29 12:00:00,967084.8271830162,-0.03336341160332834
2025-03-29 16:00:00,970796.8528784047,-0.02965310641253869
2025-03-29 20:00:00,969843.6065581469,-0.03060591090808609
2025-03-30 00:00:00,975095.8529089274,-0.025356098946165494
2025-03-30 04:00:00,975086.4613195652,-0.025365486182574858
2025-03-30 08:00:00,975276.6410041488,-0.025175394645285728
2025-03-30 12:00:00,971139.645890123,-0.029310472283598
2025-03-30 16:00:00,968842.228342408,-0.03160682499023148
2025-03-30 20:00:00,966457.9385930928,-0.033990009633651556
2025-03-31 00:00:00,956869.1258543412,-0.04357437800758256
2025-03-31 04:00:00,960733.7648768645,-0.03971153022514123
2025-03-31 08:00:00,964628.9265648149,-0.035818173924369465
2025-03-31 12:00:00,979073.1910037965,-0.02138060432681204
2025-03-31 16:00:00,967267.963175578,-0.033180360493346356
2025-03-31 20:00:00,968777.6611655431,-0.03167136224054573
2025-04-01 00:00:00,973614.3296870487,-0.02683693548973815
2025-04-01 04:00:00,979953.6525064978,-0.02050055091343685
2025-04-01 08:00:00,985026.2847107273,-0.015430269847844735
2025-04-01 12:00:00,1000980.247139674,0.0
2025-04-01 16:00:00,997385.6163113123,-0.0035911106524164414
2025-04-01 20:00:00,1000217.1805039997,-0.0007623193742881673
2025-04-02 00:00:00,992573.6007118825,-0.00839841390658184
2025-04-02 04:00:00,991353.8680434737,-0.009616952106405655
2025-04-02 08:00:00,992439.770563472,-0.008532112996841553
2025-04-02 12:00:00,1017971.980193138,0.0
2025-04-02 16:00:00,1020630.9739312958,0.0
2025-04-02 20:00:00,968602.7428136732,-0.0509765355417529
2025-04-03 00:00:00,980022.9154780435,-0.039787209569818384
